1 xplmin   xplmax   zplmax   arad   x-zero   xmagax   xmaj  xzmax  xatpi  xofset  a-ratio
    23   47  -0.261855252E+00   0.407854788E+01   0.124354264E+00   0.398564290E-01  -0.166419697E-01   0.270861765E+00  -0.766708887E-02  -0.321245644E+00   0.686972841E-02
    23   48  -0.261855252E+00   0.407464117E+01   0.125041870E+00   0.401047094E-01  -0.151708097E-01   0.270504687E+00  -0.640603394E-02  -0.322170428E+00   0.532827034E-02
    23   49  -0.261855252E+00   0.407071466E+01   0.125605487E+00   0.403137126E-01  -0.136591469E-01   0.270245499E+00  -0.513679401E-02  -0.323001296E+00   0.375577517E-02
    23   50  -0.261855252E+00   0.406677227E+01   0.126044530E+00   0.404831427E-01  -0.121130264E-01   0.270086001E+00  -0.386060892E-02  -0.323735900E+00   0.215839677E-02
    23   51  -0.261855252E+00   0.406281795E+01   0.126358543E+00   0.406127428E-01  -0.105386192E-01   0.270027605E+00  -0.257873132E-02  -0.324372262E+00   0.542406495E-03
    23   52  -0.261855252E+00   0.405885568E+01   0.126547199E+00   0.407022953E-01  -0.894219978E-02   0.270071320E+00  -0.129242545E-02  -0.324908802E+00  -0.108582984E-02
    23   53  -0.261855252E+00   0.405488942E+01   0.126610299E+00   0.407516227E-01  -0.733012317E-02   0.270217755E+00  -0.296580638E-05  -0.325344348E+00  -0.271987530E-02
    23   54  -0.261855252E+00   0.405092315E+01   0.126547776E+00   0.407605882E-01  -0.570879769E-02   0.270467107E+00   0.128836420E-02  -0.325678111E+00  -0.435324901E-02
    23   55  -0.261855252E+00   0.404696085E+01   0.126359692E+00   0.407290960E-01  -0.408465811E-02   0.270819163E+00   0.258027361E-02  -0.325909728E+00  -0.597945352E-02
    23   56  -0.261855252E+00   0.404300649E+01   0.126046239E+00   0.406570921E-01  -0.246414009E-02   0.271273301E+00   0.387146534E-02  -0.326039240E+00  -0.759200055E-02
    23   57  -0.261855252E+00   0.403906404E+01   0.125607739E+00   0.405445642E-01  -0.853654615E-03   0.271828481E+00   0.516063762E-02  -0.326067090E+00  -0.918443684E-02
    23   58  -0.261855252E+00   0.403513745E+01   0.125044643E+00   0.403915426E-01   0.740437496E-03   0.272483256E+00   0.644648543E-02  -0.325994127E+00  -0.107503699E-01
    23   59  -0.261855252E+00   0.403123065E+01   0.124357531E+00   0.401981001E-01   0.231185247E-02   0.273235776E+00   0.772770202E-02  -0.325821611E+00  -0.122834950E-01
    23   60  -0.261855252E+00   0.402734756E+01   0.123547111E+00   0.399643521E-01   0.385441033E-02   0.274083796E+00   0.900298044E-02  -0.325551192E+00  -0.137776225E-01
    23   61  -0.261855252E+00   0.402349206E+01   0.122614217E+00   0.396904574E-01   0.536206146E-02   0.275024675E+00   0.102710150E-01  -0.325184920E+00  -0.152267041E-01
    23   62  -0.261855252E+00   0.401966800E+01   0.121559810E+00   0.393766176E-01   0.682890087E-02   0.276055388E+00   0.115305030E-01  -0.324725200E+00  -0.166248476E-01
    23   63  -0.261855252E+00   0.401587920E+01   0.120384975E+00   0.390230775E-01   0.824921229E-02   0.277172553E+00   0.127801459E-01  -0.324174851E+00  -0.179663612E-01
    23   64  -0.261855252E+00   0.401212946E+01   0.119090920E+00   0.386301251E-01   0.961747299E-02   0.278372414E+00   0.140186513E-01  -0.323537016E+00  -0.192457584E-01
    23   65  -0.261855252E+00   0.400842249E+01   0.117678975E+00   0.381980912E-01   0.109283811E-01   0.279650878E+00   0.152447344E-01  -0.322815188E+00  -0.204577853E-01
    23   66  -0.261855252E+00   0.400476199E+01   0.116150589E+00   0.377273498E-01   0.121768911E-01   0.281003531E+00   0.164571193E-01  -0.322013218E+00  -0.215974563E-01
    23   67  -0.261855252E+00   0.400115160E+01   0.114507329E+00   0.372183171E-01   0.133582119E-01   0.282425638E+00   0.176545410E-01  -0.321135238E+00  -0.226600526E-01
    23   68  -0.261855252E+00   0.399759491E+01   0.112750878E+00   0.366714520E-01   0.144678426E-01   0.283912172E+00   0.188357465E-01  -0.320185691E+00  -0.236411575E-01
    23   69  -0.261855252E+00   0.399409543E+01   0.110883031E+00   0.360872553E-01   0.155015895E-01   0.285457845E+00   0.199994969E-01  -0.319169312E+00  -0.245366736E-01
    23   70  -0.261855252E+00   0.399065663E+01   0.108905696E+00   0.354662693E-01   0.164555759E-01   0.287057104E+00   0.211445684E-01  -0.318091074E+00  -0.253428329E-01
    23   71  -0.261855252E+00   0.398728191E+01   0.106820888E+00   0.348090775E-01   0.173262644E-01   0.288704168E+00   0.222697542E-01  -0.316956192E+00  -0.260562189E-01
    23   72  -0.261855252E+00   0.398397458E+01   0.104630729E+00   0.341163039E-01   0.181104686E-01   0.290393051E+00   0.233738658E-01  -0.315770102E+00  -0.266737781E-01
    23   73  -0.261855252E+00   0.398073791E+01   0.102337445E+00   0.333886127E-01   0.188053651E-01   0.292117582E+00   0.244557345E-01  -0.314538429E+00  -0.271928322E-01
    23   74  -0.261855252E+00   0.397757507E+01   0.999433601E-01   0.326267070E-01   0.194085110E-01   0.293871440E+00   0.255142131E-01  -0.313266970E+00  -0.276110958E-01
    23   75  -0.261855252E+00   0.397448916E+01   0.974508987E-01   0.318313289E-01   0.199178442E-01   0.295648154E+00   0.265481771E-01  -0.311961659E+00  -0.279266756E-01
    23   76  -0.261855252E+00   0.397148320E+01   0.948625788E-01   0.310032582E-01   0.203316960E-01   0.297441153E+00   0.275565261E-01  -0.310628550E+00  -0.281380841E-01
    23   77  -0.261855252E+00   0.396856012E+01   0.921810103E-01   0.301433116E-01   0.206488045E-01   0.299243788E+00   0.285381854E-01  -0.309273798E+00  -0.282442520E-01
    23   78  -0.261855252E+00   0.396572277E+01   0.894088919E-01   0.292523421E-01   0.208683061E-01   0.301049348E+00   0.294921070E-01  -0.307903612E+00  -0.282445200E-01
    23   79  -0.261855252E+00   0.396297391E+01   0.865490078E-01   0.283312378E-01   0.209897482E-01   0.302851096E+00   0.304172714E-01  -0.306524257E+00  -0.281386510E-01
    23   80  -0.261855252E+00   0.396031619E+01   0.836042245E-01   0.273809210E-01   0.210130903E-01   0.304642296E+00   0.313126882E-01  -0.305142006E+00  -0.279268312E-01
    23   81  -0.261855252E+00   0.395775220E+01   0.805774877E-01   0.264023474E-01   0.209386903E-01   0.306416225E+00   0.321773981E-01  -0.303763112E+00  -0.276096560E-01
    23   82  -0.261855252E+00   0.395528440E+01   0.774718190E-01   0.253965044E-01   0.207673343E-01   0.308166237E+00   0.330104733E-01  -0.302393814E+00  -0.271881597E-01
    23   83  -0.261855252E+00   0.395291518E+01   0.742903126E-01   0.243644110E-01   0.205001882E-01   0.309885733E+00   0.338110194E-01  -0.301040259E+00  -0.266637665E-01
    23   84  -0.261855252E+00   0.395064681E+01   0.710361317E-01   0.233071155E-01   0.201388364E-01   0.311568248E+00   0.345781758E-01  -0.299708530E+00  -0.260383294E-01
    23   85  -0.261855252E+00   0.394848147E+01   0.677125058E-01   0.222256952E-01   0.196852386E-01   0.313207422E+00   0.353111174E-01  -0.298404578E+00  -0.253140863E-01
    23   86  -0.261855252E+00   0.394642123E+01   0.643227268E-01   0.211212548E-01   0.191417523E-01   0.314797075E+00   0.360090550E-01  -0.297134226E+00  -0.244936822E-01
    23   87  -0.261855252E+00   0.394446805E+01   0.608701457E-01   0.199949251E-01   0.185110934E-01   0.316331180E+00   0.366712369E-01  -0.295903123E+00  -0.235801292E-01
    23   88  -0.261855252E+00   0.394262381E+01   0.573581697E-01   0.188478619E-01   0.177963534E-01   0.317803947E+00   0.372969491E-01  -0.294716748E+00  -0.225768242E-01
    23   89  -0.261855252E+00   0.394089026E+01   0.537902581E-01   0.176812446E-01   0.170009553E-01   0.319209778E+00   0.378855167E-01  -0.293580352E+00  -0.214875033E-01
    23   90  -0.261855252E+00   0.393926904E+01   0.501699198E-01   0.164962747E-01   0.161286716E-01   0.320543358E+00   0.384363046E-01  -0.292498973E+00  -0.203162599E-01
    23   91  -0.261855252E+00   0.393776170E+01   0.465007091E-01   0.152941746E-01   0.151835823E-01   0.321799617E+00   0.389487180E-01  -0.291477382E+00  -0.190675023E-01
    23   92  -0.261855252E+00   0.393636965E+01   0.427862230E-01   0.140761863E-01   0.141700712E-01   0.322973787E+00   0.394222036E-01  -0.290520091E+00  -0.177459493E-01
    23   93  -0.261855252E+00   0.393509422E+01   0.390300976E-01   0.128435695E-01   0.130928034E-01   0.324061403E+00   0.398562496E-01  -0.289631314E+00  -0.163566078E-01
    23   94  -0.261855252E+00   0.393393662E+01   0.352360049E-01   0.115976010E-01   0.119567081E-01   0.325058342E+00   0.402503869E-01  -0.288814967E+00  -0.149047541E-01
    23   95  -0.261855252E+00   0.393289792E+01   0.314076492E-01   0.103395722E-01   0.107669546E-01   0.325960800E+00   0.406041893E-01  -0.288074634E+00  -0.133959105E-01
    23   96  -0.261855252E+00   0.393197911E+01   0.275487642E-01   0.907078871E-02   0.952893719E-02   0.326765354E+00   0.409172743E-01  -0.287413568E+00  -0.118358288E-01
    23   97  -0.261855252E+00   0.393118106E+01   0.236631096E-01   0.779256791E-02   0.824824399E-02   0.327468938E+00   0.411893031E-01  -0.286834666E+00  -0.102304594E-01
    23   98  -0.261855252E+00   0.393050452E+01   0.197544674E-01   0.650623810E-02   0.693063901E-02   0.328068865E+00   0.414199814E-01  -0.286340469E+00  -0.858593212E-02
    23   99  -0.261855252E+00   0.392995011E+01   0.158266395E-01   0.521313670E-02   0.558204268E-02   0.328562875E+00   0.416090596E-01  -0.285933145E+00  -0.690853671E-02
    23  100  -0.261855252E+00   0.392951837E+01   0.118834436E-01   0.391460878E-02   0.420849671E-02   0.328949061E+00   0.417563331E-01  -0.285614471E+00  -0.520468686E-02
    23  101  -0.261855252E+00   0.392920969E+01   0.792871033E-02   0.261200561E-02   0.281615019E-02   0.329225964E+00   0.418616424E-01  -0.285385847E+00  -0.348090591E-02
    23  102  -0.261855252E+00   0.392902437E+01   0.396628020E-02   0.130668304E-02   0.141122659E-02   0.329392532E+00   0.419248737E-01  -0.285248272E+00  -0.174379325E-02
    24    3  -0.260840833E+00   0.418676165E+01   0.000000000E+00   0.000000000E+00   0.747122475E-12   0.312115785E+00  -0.416096925E-01  -0.256003723E+00  -0.747122475E-12
    24    4  -0.260840833E+00   0.418669689E+01   0.415483915E-02   0.129680443E-02  -0.193669835E-02   0.312065685E+00  -0.415897312E-01  -0.256062622E+00   0.162694952E-02
    24    5  -0.260840833E+00   0.418650267E+01   0.830564168E-02   0.259243427E-02  -0.386660569E-02   0.311915553E+00  -0.415298634E-01  -0.256239111E+00   0.324735987E-02
    24    6  -0.260840833E+00   0.418617918E+01   0.124483744E-01   0.388571558E-02  -0.578295298E-02   0.311665990E+00  -0.414301377E-01  -0.256532570E+00   0.485471382E-02
    24    7  -0.260840833E+00   0.418572672E+01   0.165790111E-01   0.517547587E-02  -0.767902368E-02   0.311318009E+00  -0.412906349E-01  -0.256941976E+00   0.644254655E-02
    24    8  -0.260840833E+00   0.418514571E+01   0.206935357E-01   0.646054472E-02  -0.954817167E-02   0.310872988E+00  -0.411114685E-01  -0.257465889E+00   0.800446352E-02
    24    9  -0.260840833E+00   0.418443671E+01   0.247879462E-01   0.773975454E-02  -0.113838463E-01   0.310332700E+00  -0.408927841E-01  -0.258102471E+00   0.953416542E-02
    24   10  -0.260840833E+00   0.418360038E+01   0.288582576E-01   0.901194124E-02  -0.131796213E-01   0.309699318E+00  -0.406347596E-01  -0.258849492E+00   0.110254773E-01
    24   11  -0.260840833E+00   0.418263751E+01   0.329005057E-01   0.102759450E-01  -0.149292096E-01   0.308975359E+00  -0.403376056E-01  -0.259704331E+00   0.124723628E-01
    24   12  -0.260840833E+00   0.418154902E+01   0.369107505E-01   0.115306109E-01  -0.166264941E-01   0.308163734E+00  -0.400015646E-01  -0.260663988E+00   0.138689555E-01
    24   13  -0.260840833E+00   0.418033593E+01   0.408850796E-01   0.127747898E-01  -0.182655430E-01   0.307267694E+00  -0.396269118E-01  -0.261725096E+00   0.152095736E-01
    24   14  -0.260840833E+00   0.417899939E+01   0.448196115E-01   0.140073390E-01  -0.198406368E-01   0.306290835E+00  -0.392139544E-01  -0.262883934E+00   0.164887473E-01
    24   15  -0.260840833E+00   0.417754066E+01   0.487104997E-01   0.152271229E-01  -0.213462879E-01   0.305237086E+00  -0.387630323E-01  -0.264136432E+00   0.177012382E-01
    24   16  -0.260840833E+00   0.417596114E+01   0.525539354E-01   0.164330141E-01  -0.227772563E-01   0.304110684E+00  -0.382745172E-01  -0.265478191E+00   0.188420545E-01
    24   17  -0.260840833E+00   0.417426233E+01   0.563461515E-01   0.176238937E-01  -0.241285794E-01   0.302916184E+00  -0.377488133E-01  -0.266904503E+00   0.199064819E-01
    24   18  -0.260840833E+00   0.417244583E+01   0.600834259E-01   0.187986524E-01  -0.253955759E-01   0.301658405E+00  -0.371863568E-01  -0.268410355E+00   0.208900855E-01
    24   19  -0.260840833E+00   0.417051338E+01   0.637620850E-01   0.199561916E-01  -0.265738782E-01   0.300342452E+00  -0.365876162E-01  -0.269990461E+00   0.217887442E-01
    24   20  -0.260840833E+00   0.416846683E+01   0.673785073E-01   0.210954234E-01  -0.276594348E-01   0.298973654E+00  -0.359530918E-01  -0.271639265E+00   0.225986512E-01
    24   21  -0.260840833E+00   0.416630813E+01   0.709291266E-01   0.222152722E-01  -0.286485425E-01   0.297557597E+00  -0.352833159E-01  -0.273350978E+00   0.233163476E-01
    24   22  -0.260840833E+00   0.416403935E+01   0.744104359E-01   0.233146754E-01  -0.295378435E-01   0.296100051E+00  -0.345788528E-01  -0.275119586E+00   0.239387179E-01
    24   23  -0.260840833E+00   0.416166266E+01   0.778189904E-01   0.243925839E-01  -0.303243461E-01   0.294606983E+00  -0.338402982E-01  -0.276938869E+00   0.244630119E-01
    24   24  -0.260840833E+00   0.415918036E+01   0.811514115E-01   0.254479635E-01  -0.310054419E-01   0.293084527E+00  -0.330682797E-01  -0.278802442E+00   0.248868610E-01
    24   25  -0.260840833E+00   0.415659482E+01   0.844043896E-01   0.264797954E-01  -0.315789065E-01   0.291538946E+00  -0.322634560E-01  -0.280703756E+00   0.252082786E-01
    24   26  -0.260840833E+00   0.415390854E+01   0.875746882E-01   0.274870773E-01  -0.320429151E-01   0.289976634E+00  -0.314265171E-01  -0.282636134E+00   0.254256763E-01
    24   27  -0.260840833E+00   0.415112412E+01   0.906591468E-01   0.284688244E-01  -0.323960458E-01   0.288404065E+00  -0.305581840E-01  -0.284592790E+00   0.255378661E-01
    24   28  -0.260840833E+00   0.414824425E+01   0.936546845E-01   0.294240703E-01  -0.326372931E-01   0.286827792E+00  -0.296592085E-01  -0.286566861E+00   0.255440747E-01
    24   29  -0.260840833E+00   0.414527173E+01   0.965583034E-01   0.303518677E-01  -0.327660612E-01   0.285254402E+00  -0.287303727E-01  -0.288551422E+00   0.254439355E-01
    24   30  -0.260840833E+00   0.414220945E+01   0.993670917E-01   0.312512899E-01  -0.327821799E-01   0.283690509E+00  -0.277724890E-01  -0.290539526E+00   0.252375055E-01
    24   31  -0.260840833E+00   0.413906038E+01   0.102078227E+00   0.321214313E-01  -0.326858958E-01   0.282142710E+00  -0.267863994E-01  -0.292524212E+00   0.249252549E-01
    24   32  -0.260840833E+00   0.413582760E+01   0.104688980E+00   0.329614087E-01  -0.324778801E-01   0.280617574E+00  -0.257729756E-01  -0.294498542E+00   0.245080762E-01
    24   33  -0.260840833E+00   0.413251427E+01   0.107196716E+00   0.337703622E-01  -0.321592219E-01   0.279121601E+00  -0.247331181E-01  -0.296455623E+00   0.239872759E-01
    24   34  -0.260840833E+00   0.412912364E+01   0.109598901E+00   0.345474561E-01  -0.317314297E-01   0.277661217E+00  -0.236677560E-01  -0.298388644E+00   0.233645764E-01
    24   35  -0.260840833E+00   0.412565903E+01   0.111893103E+00   0.352918801E-01  -0.311964206E-01   0.276242729E+00  -0.225778466E-01  -0.300290883E+00   0.226421053E-01
    24   36  -0.260840833E+00   0.412212385E+01   0.114076992E+00   0.360028502E-01  -0.305565198E-01   0.274872307E+00  -0.214643744E-01  -0.302155750E+00   0.218223936E-01
    24   37  -0.260840833E+00   0.411852158E+01   0.116148349E+00   0.366796100E-01  -0.298144501E-01   0.273555960E+00  -0.203283512E-01  -0.303976797E+00   0.209083659E-01
    24   38  -0.260840833E+00   0.411485577E+01   0.118105063E+00   0.373214311E-01  -0.289733230E-01   0.272299508E+00  -0.191708148E-01  -0.305747758E+00   0.199033307E-01
    24   39  -0.260840833E+00   0.411113005E+01   0.119945139E+00   0.379276149E-01  -0.280366273E-01   0.271108562E+00  -0.179928289E-01  -0.307462561E+00   0.188109687E-01
    24   40  -0.260840833E+00   0.410734810E+01   0.121666695E+00   0.384974928E-01  -0.270082186E-01   0.269988500E+00  -0.167954817E-01  -0.309115362E+00   0.176353224E-01
    24   41  -0.260840833E+00   0.410351367E+01   0.123267969E+00   0.390304280E-01  -0.258922975E-01   0.268944436E+00  -0.155798858E-01  -0.310700556E+00   0.163807737E-01
    24   42  -0.260840833E+00   0.409963058E+01   0.124747318E+00   0.395258159E-01  -0.246934046E-01   0.267981209E+00  -0.143471772E-01  -0.312212810E+00   0.150520381E-01
    24   43  -0.260840833E+00   0.409570268E+01   0.126103222E+00   0.399830851E-01  -0.234163994E-01   0.267103361E+00  -0.130985141E-01  -0.313647083E+00   0.136541444E-01
    24   44  -0.260840833E+00   0.409173388E+01   0.127334288E+00   0.404016989E-01  -0.220664376E-01   0.266315113E+00  -0.118350762E-01  -0.314998638E+00   0.121924106E-01
    24   45  -0.260840833E+00   0.408772814E+01   0.128439245E+00   0.407811554E-01  -0.206489559E-01   0.265620341E+00  -0.105580639E-01  -0.316263061E+00   0.106724290E-01
    24   46  -0.260840833E+00   0.408368946E+01   0.129416954E+00   0.411209893E-01  -0.191696528E-01   0.265022574E+00  -0.926869686E-02  -0.317436303E+00   0.910004649E-02
    24   47  -0.260840833E+00   0.407962187E+01   0.130266405E+00   0.414207720E-01  -0.176344591E-01   0.264524966E+00  -0.796821339E-02  -0.318514655E+00   0.748133468E-02
    24   48  -0.260840833E+00   0.407552943E+01   0.130986718E+00   0.416801129E-01  -0.160495248E-01   0.264130283E+00  -0.665786900E-02  -0.319494800E+00   0.582257636E-02
    24   49  -0.260840833E+00   0.407141625E+01   0.131577148E+00   0.418986600E-01  -0.144211852E-01   0.263840895E+00  -0.533893535E-02  -0.320373797E+00   0.413023148E-02
    24   50  -0.260840833E+00   0.406728644E+01   0.132037082E+00   0.420761009E-01  -0.127559440E-01   0.263658760E+00  -0.401269903E-02  -0.321149136E+00   0.241091982E-02
    24   51  -0.260840833E+00   0.406314413E+01   0.132366040E+00   0.422121634E-01  -0.110604411E-01   0.263585412E+00  -0.268046027E-02  -0.321818681E+00   0.671388651E-03
    24   52  -0.260840833E+00   0.405899349E+01   0.132563681E+00   0.423066159E-01  -0.934143107E-02   0.263621965E+00  -0.134353168E-02  -0.322380751E+00  -0.108150970E-02
    24   53  -0.260840833E+00   0.405483867E+01   0.132629797E+00   0.423592687E-01  -0.760575159E-02   0.263769090E+00  -0.323685818E-05  -0.322834083E+00  -0.284084895E-02
    24   54  -0.260840833E+00   0.405068385E+01   0.132564316E+00   0.423699741E-01  -0.586030053E-02   0.264027019E+00   0.133909098E-02  -0.323177838E+00  -0.459965269E-02
    24   55  -0.260840833E+00   0.404653318E+01   0.132367304E+00   0.423386271E-01  -0.411200671E-02   0.264395544E+00   0.268211040E-02  -0.323411634E+00  -0.635092362E-02
    24   56  -0.260840833E+00   0.404239082E+01   0.132038961E+00   0.422651658E-01  -0.236779760E-02   0.264874010E+00   0.402447326E-02  -0.323535507E+00  -0.808767627E-02
    24   57  -0.260840833E+00   0.403826095E+01   0.131579625E+00   0.421495719E-01  -0.634574480E-03   0.265461323E+00   0.536482616E-02  -0.323549958E+00  -0.980296207E-02
    24   58  -0.260840833E+00   0.403414768E+01   0.130989768E+00   0.419918713E-01   0.108081019E-02   0.266155945E+00   0.670181198E-02  -0.323455898E+00  -0.114898923E-01
    24   59  -0.260840833E+00   0.403005515E+01   0.130269998E+00   0.417921341E-01   0.277159275E-02   0.266955907E+00   0.803407144E-02  -0.323254699E+00  -0.131416781E-01
    24   60  -0.260840833E+00   0.402598745E+01   0.129421055E+00   0.415504748E-01   0.443111393E-02   0.267858798E+00   0.936024463E-02  -0.322948125E+00  -0.147516469E-01
    24   61  -0.260840833E+00   0.402194865E+01   0.128443814E+00   0.412670528E-01   0.605285742E-02   0.268861804E+00   0.106789726E-01  -0.322538405E+00  -0.163132803E-01
    24   62  -0.260840833E+00   0.401794280E+01   0.127339282E+00   0.409420725E-01   0.763046665E-02   0.269961691E+00   0.119888992E-01  -0.322028148E+00  -0.178202320E-01
    24   63  -0.260840833E+00   0.401397388E+01   0.126108594E+00   0.405757832E-01   0.915777425E-02   0.271154815E+00   0.132886722E-01  -0.321420358E+00  -0.192663568E-01
    24   64  -0.260840833E+00   0.401004587E+01   0.124753017E+00   0.401684790E-01   0.106288374E-01   0.272437171E+00   0.145769454E-01  -0.320718467E+00  -0.206457463E-01
    24   65  -0.260840833E+00   0.400616267E+01   0.123273944E+00   0.397204989E-01   0.120379397E-01   0.273804359E+00   0.158523802E-01  -0.319926226E+00  -0.219527310E-01
    24   66  -0.260840833E+00   0.400232815E+01   0.121672892E+00   0.392322269E-01   0.133796427E-01   0.275251636E+00   0.171136468E-01  -0.319047791E+00  -0.231819320E-01
    24   67  -0.260840833E+00   0.399854613E+01   0.119951503E+00   0.387040912E-01   0.146487797E-01   0.276773921E+00   0.183594266E-01  -0.318087617E+00  -0.243282548E-01
    24   68  -0.260840833E+00   0.399482035E+01   0.118111539E+00   0.381365645E-01   0.158405062E-01   0.278365825E+00   0.195884131E-01  -0.317050522E+00  -0.253869396E-01
    24   69  -0.260840833E+00   0.399115451E+01   0.116154883E+00   0.375301633E-01   0.169502926E-01   0.280021647E+00   0.207993141E-01  -0.315941584E+00  -0.263535547E-01
    24   70  -0.260840833E+00   0.398755224E+01   0.114083531E+00   0.368854475E-01   0.179739628E-01   0.281735426E+00   0.219908528E-01  -0.314766183E+00  -0.272240346E-01
    24   71  -0.260840833E+00   0.398401708E+01   0.111899596E+00   0.362030203E-01   0.189077012E-01   0.283500953E+00   0.231617699E-01  -0.313529953E+00  -0.279946869E-01
    24   72  -0.260840833E+00   0.398055254E+01   0.109605301E+00   0.354835271E-01   0.197480700E-01   0.285311790E+00   0.243108249E-01  -0.312238758E+00  -0.286622103E-01
    24   73  -0.260840833E+00   0.397716200E+01   0.107202976E+00   0.347276555E-01   0.204920251E-01   0.287161296E+00   0.254367978E-01  -0.310898667E+00  -0.292237096E-01
    24   74  -0.260840833E+00   0.397384881E+01   0.104695057E+00   0.339361339E-01   0.211369267E-01   0.289042661E+00   0.265384904E-01  -0.309515930E+00  -0.296767069E-01
    24   75  -0.260840833E+00   0.397061621E+01   0.102084084E+00   0.331097315E-01   0.216805554E-01   0.290948939E+00   0.276147282E-01  -0.308096964E+00  -0.300191572E-01
    24   76  -0.260840833E+00   0.396746736E+01   0.993726950E-01   0.322492570E-01   0.221211080E-01   0.292873049E+00   0.286643615E-01  -0.306648298E+00  -0.302494443E-01
    24   77  -0.260840833E+00   0.396440534E+01   0.965636236E-01   0.313555582E-01   0.224572178E-01   0.294807828E+00   0.296862674E-01  -0.305176573E+00  -0.303664009E-01
    24   78  -0.260840833E+00   0.396143312E+01   0.936596972E-01   0.304295205E-01   0.226879554E-01   0.296746061E+00   0.306793504E-01  -0.303688504E+00  -0.303693090E-01
    24   79  -0.260840833E+00   0.395855359E+01   0.906638326E-01   0.294720666E-01   0.228128323E-01   0.298680491E+00   0.316425446E-01  -0.302190847E+00  -0.302579039E-01
    24   80  -0.260840833E+00   0.395576955E+01   0.875790326E-01   0.284841548E-01   0.228317979E-01   0.300603856E+00   0.325748145E-01  -0.300690372E+00  -0.300323702E-01
    24   81  -0.260840833E+00   0.395308369E+01   0.844083834E-01   0.274667786E-01   0.227452455E-01   0.302508925E+00   0.334751566E-01  -0.299193842E+00  -0.296933482E-01
    24   82  -0.260840833E+00   0.395049859E+01   0.811550501E-01   0.264209652E-01   0.225540118E-01   0.304388525E+00   0.343426006E-01  -0.297707981E+00  -0.292419329E-01
    24   83  -0.260840833E+00   0.394801676E+01   0.778222743E-01   0.253477745E-01   0.222593639E-01   0.306235562E+00   0.351762105E-01  -0.296239441E+00  -0.286796603E-01
    24   84  -0.260840833E+00   0.394564058E+01   0.744133699E-01   0.242482976E-01   0.218630009E-01   0.308043053E+00   0.359750859E-01  -0.294794778E+00  -0.280085095E-01
    24   85  -0.260840833E+00   0.394337232E+01   0.709317197E-01   0.231236560E-01   0.213670454E-01   0.309804159E+00   0.367383629E-01  -0.293380430E+00  -0.272308932E-01
    24   86  -0.260840833E+00   0.394121416E+01   0.673807725E-01   0.219750001E-01   0.207740318E-01   0.311512203E+00   0.374652157E-01  -0.292002679E+00  -0.263496458E-01
    24   87  -0.260840833E+00   0.393916816E+01   0.637640386E-01   0.208035079E-01   0.200868995E-01   0.313160712E+00   0.381548570E-01  -0.290667641E+00  -0.253680165E-01
    24   88  -0.260840833E+00   0.393723627E+01   0.600850872E-01   0.196103835E-01   0.193089756E-01   0.314743419E+00   0.388065392E-01  -0.289381218E+00  -0.242896510E-01
    24   89  -0.260840833E+00   0.393542033E+01   0.563475424E-01   0.183968559E-01   0.184439624E-01   0.316254305E+00   0.394195556E-01  -0.288149094E+00  -0.231185792E-01
    24   90  -0.260840833E+00   0.393372206E+01   0.525550795E-01   0.171641777E-01   0.174959265E-01   0.317687629E+00   0.399932408E-01  -0.286976703E+00  -0.218592033E-01
    24   91  -0.260840833E+00   0.393214308E+01   0.487114222E-01   0.159136234E-01   0.164692745E-01   0.319037933E+00   0.405269718E-01  -0.285869209E+00  -0.205162737E-01
    24   92  -0.260840833E+00   0.393068488E+01   0.448203383E-01   0.146464880E-01   0.153687373E-01   0.320300070E+00   0.410201687E-01  -0.284831480E+00  -0.190948719E-01
    24   93  -0.260840833E+00   0.392934884E+01   0.408856369E-01   0.133640855E-01   0.141993540E-01   0.321469232E+00   0.414722955E-01  -0.283868075E+00  -0.176003949E-01
    24   94  -0.260840833E+00   0.392813622E+01   0.369111642E-01   0.120677476E-01   0.129664423E-01   0.322540953E+00   0.418828605E-01  -0.282983217E+00  -0.160385243E-01
    24   95  -0.260840833E+00   0.392704816E+01   0.329008010E-01   0.107588218E-01   0.116755884E-01   0.323511158E+00   0.422514170E-01  -0.282180788E+00  -0.144152161E-01
    24   96  -0.260840833E+00   0.392608569E+01   0.288584581E-01   0.943867019E-02   0.103326113E-01   0.324376130E+00   0.425775640E-01  -0.281464298E+00  -0.127366644E-01
    24   97  -0.260840833E+00   0.392524972E+01   0.247880738E-01   0.810866764E-02   0.894354848E-02   0.325132578E+00   0.428609465E-01  -0.280836883E+00  -0.110092862E-01
    24   98  -0.260840833E+00   0.392454102E+01   0.206936102E-01   0.677020038E-02   0.751462463E-02   0.325777599E+00   0.431012560E-01  -0.280301283E+00  -0.923969007E-02
    24   99  -0.260840833E+00   0.392396027E+01   0.165790493E-01   0.542466433E-02   0.605223235E-02   0.326308743E+00   0.432982309E-01  -0.279859840E+00  -0.743465601E-02
    24  100  -0.260840833E+00   0.392350801E+01   0.124483905E-01   0.407346347E-02   0.456289545E-02   0.326723976E+00   0.434516565E-01  -0.279514484E+00  -0.560109814E-02
    24  101  -0.260840833E+00   0.392318466E+01   0.830564628E-02   0.271800833E-02   0.305325388E-02   0.327021708E+00   0.435613657E-01  -0.279266718E+00  -0.374604910E-02
