1 xplmin   xplmax   zplmax   arad   x-zero   xmagax   xmaj  xzmax  xatpi  xofset  a-ratio
    68   45  -0.171571997E+00   0.416047957E+01   0.442528097E+00   0.763493290E-01  -0.485535911E-01   0.280768522E-01  -0.197815869E-01  -0.163601866E+00   0.302022013E-01
    68   46  -0.171571997E+00   0.414656514E+01   0.445899395E+00   0.770876208E-01  -0.444291104E-01   0.260218572E-01  -0.173914381E-01  -0.166300066E+00   0.258381169E-01
    68   47  -0.171571997E+00   0.413255104E+01   0.448828943E+00   0.777540990E-01  -0.401530996E-01   0.242386465E-01  -0.149742340E-01  -0.168735470E+00   0.213378136E-01
    68   48  -0.171571997E+00   0.411845129E+01   0.451313687E+00   0.783476833E-01  -0.357420519E-01   0.227358297E-01  -0.125320740E-01  -0.170898945E+00   0.167182516E-01
    68   49  -0.171571997E+00   0.410427997E+01   0.453351032E+00   0.788673465E-01  -0.312130188E-01   0.215209772E-01  -0.100671082E-01  -0.172782386E+00   0.119969482E-01
    68   50  -0.171571997E+00   0.409005127E+01   0.454938839E+00   0.793121172E-01  -0.265835488E-01   0.206005735E-01  -0.758153663E-02  -0.174378740E+00   0.719191512E-02
    68   51  -0.171571997E+00   0.407577944E+01   0.456075431E+00   0.796810819E-01  -0.218716206E-01   0.199800031E-01  -0.507760811E-02  -0.175682056E+00   0.232159104E-02
    68   52  -0.171571997E+00   0.406147877E+01   0.456759596E+00   0.799733881E-01  -0.170955803E-01   0.196634968E-01  -0.255761959E-02  -0.176687497E+00  -0.259522279E-02
    68   53  -0.171571997E+00   0.404716361E+01   0.456990590E+00   0.801882462E-01  -0.122740708E-01   0.196541309E-01  -0.239147609E-04  -0.177391376E+00  -0.753943462E-02
    68   54  -0.171571997E+00   0.403284832E+01   0.456768135E+00   0.803249331E-01  -0.742596006E-02   0.199537840E-01   0.252111710E-02  -0.177791167E+00  -0.124917353E-01
    68   55  -0.171571997E+00   0.401854726E+01   0.456092423E+00   0.803827937E-01  -0.257027032E-02   0.205631466E-01   0.507504267E-02  -0.177885533E+00  -0.174326702E-01
    68   56  -0.171571997E+00   0.400427477E+01   0.454964117E+00   0.803612444E-01   0.227389413E-02   0.214816869E-01   0.763538618E-02  -0.177674327E+00  -0.223427139E-01
    68   57  -0.171571997E+00   0.399004517E+01   0.453384346E+00   0.802597756E-01   0.708742326E-02   0.227076540E-01   0.101996312E-01  -0.177158605E+00  -0.272023471E-01
    68   58  -0.171571997E+00   0.397587275E+01   0.451354710E+00   0.800779540E-01   0.118512751E-01   0.242380747E-01   0.127652225E-01  -0.176340628E+00  -0.319921330E-01
    68   59  -0.171571997E+00   0.396177170E+01   0.448877274E+00   0.798154255E-01   0.165465510E-01   0.260687589E-01   0.153295685E-01  -0.175223861E+00  -0.366927940E-01
    68   60  -0.171571997E+00   0.394775618E+01   0.445954566E+00   0.794719177E-01   0.211545736E-01   0.281942975E-01   0.178900433E-01  -0.173812962E+00  -0.412852910E-01
    68   61  -0.171571997E+00   0.393384022E+01   0.442589576E+00   0.790472424E-01   0.256569584E-01   0.306080823E-01   0.204439891E-01  -0.172113776E+00  -0.457508979E-01
    68   62  -0.171571997E+00   0.392003776E+01   0.438785751E+00   0.785412984E-01   0.300356929E-01   0.333023251E-01   0.229887194E-01  -0.170133317E+00  -0.500712816E-01
    68   63  -0.171571997E+00   0.390636260E+01   0.434546988E+00   0.779540733E-01   0.342732075E-01   0.362680772E-01   0.255215213E-01  -0.167879747E+00  -0.542285754E-01
    68   64  -0.171571997E+00   0.389282842E+01   0.429877635E+00   0.772856463E-01   0.383524534E-01   0.394952366E-01   0.280396591E-01  -0.165362342E+00  -0.582054589E-01
    68   65  -0.171571997E+00   0.387944871E+01   0.424782480E+00   0.765361904E-01   0.422569691E-01   0.429726278E-01   0.305403771E-01  -0.162591481E+00  -0.619852257E-01
    68   66  -0.171571997E+00   0.386623683E+01   0.419266747E+00   0.757059741E-01   0.459709553E-01   0.466879839E-01   0.330209034E-01  -0.159578587E+00  -0.655518614E-01
    68   67  -0.171571997E+00   0.385320593E+01   0.413336088E+00   0.747953641E-01   0.494793401E-01   0.506280268E-01   0.354784536E-01  -0.156336102E+00  -0.688901097E-01
    68   68  -0.171571997E+00   0.384036897E+01   0.406996577E+00   0.738048262E-01   0.527678479E-01   0.547784952E-01   0.379102341E-01  -0.152877440E+00  -0.719855438E-01
    68   69  -0.171571997E+00   0.382773868E+01   0.400254701E+00   0.727349280E-01   0.558230585E-01   0.591242013E-01   0.403134466E-01  -0.149216931E+00  -0.748246273E-01
    68   70  -0.171571997E+00   0.381532758E+01   0.393117351E+00   0.715863396E-01   0.586324742E-01   0.636490826E-01   0.426852924E-01  -0.145369776E+00  -0.773947829E-01
    68   71  -0.171571997E+00   0.380314796E+01   0.385591815E+00   0.703598353E-01   0.611845683E-01   0.683362659E-01   0.450229760E-01  -0.141351979E+00  -0.796844427E-01
    68   72  -0.171571997E+00   0.379121181E+01   0.377685767E+00   0.690562948E-01   0.634688478E-01   0.731681247E-01   0.473237102E-01  -0.137180297E+00  -0.816831131E-01
    68   73  -0.171571997E+00   0.377953092E+01   0.369407255E+00   0.676767040E-01   0.654758957E-01   0.781263540E-01   0.495847208E-01  -0.132872161E+00  -0.833814177E-01
    68   74  -0.171571997E+00   0.376811675E+01   0.360764696E+00   0.662221555E-01   0.671974197E-01   0.831920379E-01   0.518032507E-01  -0.128445622E+00  -0.847711484E-01
    68   75  -0.171571997E+00   0.375698050E+01   0.351766861E+00   0.646938496E-01   0.686262930E-01   0.883457230E-01   0.539765655E-01  -0.123919265E+00  -0.858453074E-01
    68   76  -0.171571997E+00   0.374613307E+01   0.342422865E+00   0.630930940E-01   0.697565922E-01   0.935674914E-01   0.561019580E-01  -0.119312136E+00  -0.865981460E-01
    68   77  -0.171571997E+00   0.373558504E+01   0.332742157E+00   0.614213041E-01   0.705836262E-01   0.988370565E-01   0.581767534E-01  -0.114643674E+00  -0.870251947E-01
    68   78  -0.171571997E+00   0.372534668E+01   0.322734506E+00   0.596800023E-01   0.711039633E-01   0.104133825E+00   0.601983146E-01  -0.109933612E+00  -0.871232916E-01
    68   79  -0.171571997E+00   0.371542793E+01   0.312409993E+00   0.578708179E-01   0.713154541E-01   0.109437003E+00   0.621640473E-01  -0.105201916E+00  -0.868906058E-01
    68   80  -0.171571997E+00   0.370583841E+01   0.301778993E+00   0.559954861E-01   0.712172474E-01   0.114725658E+00   0.640714049E-01  -0.100468677E+00  -0.863266540E-01
    68   81  -0.171571997E+00   0.369658738E+01   0.290852170E+00   0.540558466E-01   0.708097965E-01   0.119978830E+00   0.659178943E-01  -0.957540442E-01  -0.854323071E-01
    68   82  -0.171571997E+00   0.368768375E+01   0.279640460E+00   0.520538425E-01   0.700948653E-01   0.125175611E+00   0.677010810E-01  -0.910781335E-01  -0.842097966E-01
    68   83  -0.171571997E+00   0.367913608E+01   0.268155060E+00   0.499915182E-01   0.690755283E-01   0.130295231E+00   0.694185941E-01  -0.864609322E-01  -0.826627150E-01
    68   84  -0.171571997E+00   0.367095257E+01   0.256407415E+00   0.478710177E-01   0.677561617E-01   0.135317151E+00   0.710681316E-01  -0.819222208E-01  -0.807960058E-01
    68   85  -0.171571997E+00   0.366314103E+01   0.244409206E+00   0.456945822E-01   0.661424335E-01   0.140221149E+00   0.726474659E-01  -0.774814762E-01  -0.786159541E-01
    68   86  -0.171571997E+00   0.365570893E+01   0.232172340E+00   0.434645474E-01   0.642412745E-01   0.144987415E+00   0.741544483E-01  -0.731578017E-01  -0.761301565E-01
    68   87  -0.171571997E+00   0.364866333E+01   0.219708931E+00   0.411833404E-01   0.620608646E-01   0.149596636E+00   0.755870142E-01  -0.689698249E-01  -0.733475068E-01
    68   88  -0.171571997E+00   0.364201091E+01   0.207031295E+00   0.388534768E-01   0.596105954E-01   0.154030071E+00   0.769431883E-01  -0.649356177E-01  -0.702781573E-01
    68   89  -0.171571997E+00   0.363575799E+01   0.194151934E+00   0.364775572E-01   0.569010342E-01   0.158269649E+00   0.782210888E-01  -0.610726245E-01  -0.669334811E-01
    68   90  -0.171571997E+00   0.362991045E+01   0.181083522E+00   0.340582631E-01   0.539438812E-01   0.162298046E+00   0.794189319E-01  -0.573975746E-01  -0.633260289E-01
    68   91  -0.171571997E+00   0.362447382E+01   0.167838896E+00   0.315983530E-01   0.507519229E-01   0.166098757E+00   0.805350367E-01  -0.539264016E-01  -0.594694796E-01
    68   92  -0.171571997E+00   0.361945321E+01   0.154431043E+00   0.291006582E-01   0.473389782E-01   0.169656175E+00   0.815678289E-01  -0.506741825E-01  -0.553785848E-01
    68   93  -0.171571997E+00   0.361485333E+01   0.140873087E+00   0.265680783E-01   0.437198391E-01   0.172955666E+00   0.825158447E-01  -0.476550638E-01  -0.510691072E-01
    68   94  -0.171571997E+00   0.361067849E+01   0.127178279E+00   0.240035759E-01   0.399102101E-01   0.175983626E+00   0.833777347E-01  -0.448821846E-01  -0.465577577E-01
    68   95  -0.171571997E+00   0.360693259E+01   0.113359982E+00   0.214101723E-01   0.359266378E-01   0.178727551E+00   0.841522673E-01  -0.423676335E-01  -0.418621228E-01
    68   96  -0.171571997E+00   0.360361914E+01   0.994316611E-01   0.187909418E-01   0.317864418E-01   0.181176096E+00   0.848383317E-01  -0.401223817E-01  -0.370005915E-01
    68   97  -0.171571997E+00   0.360074123E+01   0.854068736E-01   0.161490064E-01   0.275076360E-01   0.183319116E+00   0.854349410E-01  -0.381562340E-01  -0.319922754E-01
    68   98  -0.171571997E+00   0.359830152E+01   0.712992544E-01   0.134875302E-01   0.231088528E-01   0.185147731E+00   0.859412343E-01  -0.364777860E-01  -0.268569284E-01
    68   99  -0.171571997E+00   0.359630231E+01   0.571225061E-01   0.108097138E-01   0.186092586E-01   0.186654345E+00   0.863564796E-01  -0.350943730E-01  -0.216148595E-01
    68  100  -0.171571997E+00   0.359474543E+01   0.428903873E-01   0.811878827E-02   0.140284691E-01   0.187832704E+00   0.866800752E-01  -0.340120538E-01  -0.162868453E-01
    68  101  -0.171571997E+00   0.359363234E+01   0.286167016E-01   0.541800929E-02   0.938646422E-02   0.188677906E+00   0.869115514E-01  -0.332355643E-01  -0.108940403E-01
    68  102  -0.171571997E+00   0.359296408E+01   0.143152861E-01   0.271065101E-02   0.470349587E-02   0.189186440E+00   0.870505719E-01  -0.327683067E-01  -0.545788221E-02
    69    3  -0.168528742E+00   0.451064803E+01   0.000000000E+00   0.000000000E+00   0.128105684E-12   0.161596066E+00  -0.757101825E-01  -0.984911255E-02  -0.128105684E-12
    69    4  -0.168528742E+00   0.451042022E+01   0.146088223E-01   0.236077331E-02  -0.499785862E-02   0.161454108E+00  -0.756752314E-01  -0.999973074E-02   0.447442790E-02
    69    5  -0.168528742E+00   0.450973700E+01   0.292034377E-01   0.471965827E-02  -0.997767820E-02   0.161028776E+00  -0.755703997E-01  -0.104510398E-01   0.893107698E-02
    69    6  -0.168528742E+00   0.450859902E+01   0.437696514E-01   0.707476703E-02  -0.149214837E-01   0.160321691E+00  -0.753957522E-01  -0.112014053E-01   0.133522328E-01
    69    7  -0.168528742E+00   0.450700735E+01   0.582932938E-01   0.942421281E-02  -0.198114300E-01   0.159335556E+00  -0.751513972E-01  -0.122481146E-01   0.177203116E-01
    69    8  -0.168528742E+00   0.450496351E+01   0.727602321E-01   0.117661103E-01  -0.246298654E-01   0.158074135E+00  -0.748374861E-01  -0.135873791E-01   0.220179244E-01
    69    9  -0.168528742E+00   0.450246943E+01   0.871563833E-01   0.140985765E-01  -0.293593950E-01   0.156542249E+00  -0.744542136E-01  -0.152143551E-01   0.262279403E-01
    69   10  -0.168528742E+00   0.449952749E+01   0.101467726E+00   0.164197307E-01  -0.339829418E-01   0.154745753E+00  -0.740018183E-01  -0.171231547E-01   0.303335486E-01
    69   11  -0.168528742E+00   0.449614046E+01   0.115680315E+00   0.187276955E-01  -0.384838120E-01   0.152691516E+00  -0.734805822E-01  -0.193068597E-01   0.343183240E-01
    69   12  -0.168528742E+00   0.449231158E+01   0.129780288E+00   0.210205974E-01  -0.428457514E-01   0.150387403E+00  -0.728908311E-01  -0.217575725E-01   0.381662837E-01
    69   13  -0.168528742E+00   0.448804448E+01   0.143753885E+00   0.232965670E-01  -0.470530061E-01   0.147842239E+00  -0.722329346E-01  -0.244664092E-01   0.418619480E-01
    69   14  -0.168528742E+00   0.448334321E+01   0.157587456E+00   0.255537396E-01  -0.510903782E-01   0.145065779E+00  -0.715073069E-01  -0.274235498E-01   0.453903970E-01
    69   15  -0.168528742E+00   0.447821226E+01   0.171267476E+00   0.277902563E-01  -0.549432822E-01   0.142068683E+00  -0.707144061E-01  -0.306182805E-01   0.487373271E-01
    69   16  -0.168528742E+00   0.447265652E+01   0.184780555E+00   0.300042642E-01  -0.585977978E-01   0.138862462E+00  -0.698547350E-01  -0.340390052E-01   0.518891038E-01
    69   17  -0.168528742E+00   0.446668128E+01   0.198113451E+00   0.321939170E-01  -0.620407211E-01   0.135459452E+00  -0.689288415E-01  -0.376733120E-01   0.548328140E-01
    69   18  -0.168528742E+00   0.446029226E+01   0.211253083E+00   0.343573759E-01  -0.652596108E-01   0.131872759E+00  -0.679373184E-01  -0.415080011E-01   0.575563118E-01
    69   19  -0.168528742E+00   0.445349555E+01   0.224186544E+00   0.364928101E-01  -0.682428350E-01   0.128116226E+00  -0.668808038E-01  -0.455291431E-01   0.600482660E-01
    69   20  -0.168528742E+00   0.444629768E+01   0.236901110E+00   0.385983977E-01  -0.709796176E-01   0.124204364E+00  -0.657599817E-01  -0.497221108E-01   0.622982070E-01
    69   21  -0.168528742E+00   0.443870553E+01   0.249384257E+00   0.406723263E-01  -0.734600740E-01   0.120152315E+00  -0.645755822E-01  -0.540716476E-01   0.642965622E-01
    69   22  -0.168528742E+00   0.443072641E+01   0.261623666E+00   0.427127938E-01  -0.756752490E-01   0.115975800E+00  -0.633283816E-01  -0.585619175E-01   0.660346947E-01
    69   23  -0.168528742E+00   0.442236797E+01   0.273607243E+00   0.447180094E-01  -0.776171527E-01   0.111691047E+00  -0.620192032E-01  -0.631765519E-01   0.675049394E-01
    69   24  -0.168528742E+00   0.441363827E+01   0.285323126E+00   0.466861942E-01  -0.792787896E-01   0.107314749E+00  -0.606489171E-01  -0.678987205E-01   0.687006321E-01
    69   25  -0.168528742E+00   0.440454572E+01   0.296759698E+00   0.486155822E-01  -0.806541868E-01   0.102863994E+00  -0.592184413E-01  -0.727111802E-01   0.696161381E-01
    69   26  -0.168528742E+00   0.439509911E+01   0.307905599E+00   0.505044212E-01  -0.817384169E-01   0.983562041E-01  -0.577287414E-01  -0.775963418E-01   0.702468754E-01
    69   27  -0.168528742E+00   0.438530757E+01   0.318749738E+00   0.523509741E-01  -0.825276187E-01   0.938090775E-01  -0.561808314E-01  -0.825363353E-01   0.705893354E-01
    69   28  -0.168528742E+00   0.437518059E+01   0.329281303E+00   0.541535195E-01  -0.830190127E-01   0.892405213E-01  -0.545757741E-01  -0.875130699E-01   0.706410986E-01
    69   29  -0.168528742E+00   0.436472800E+01   0.339489776E+00   0.559103529E-01  -0.832109158E-01   0.846685795E-01  -0.529146813E-01  -0.925082954E-01   0.704008493E-01
    69   30  -0.168528742E+00   0.435395996E+01   0.349364939E+00   0.576197882E-01  -0.831027462E-01   0.801113824E-01  -0.511987145E-01  -0.975036817E-01   0.698683808E-01
    69   31  -0.168528742E+00   0.434288695E+01   0.358896889E+00   0.592801583E-01  -0.826950361E-01   0.755870604E-01  -0.494290850E-01  -0.102480866E+00   0.690446083E-01
    69   32  -0.168528742E+00   0.433151978E+01   0.368076049E+00   0.608898171E-01  -0.819894236E-01   0.711136951E-01  -0.476070545E-01  -0.107421537E+00   0.679315600E-01
    69   33  -0.168528742E+00   0.431986955E+01   0.376893177E+00   0.624471399E-01  -0.809886586E-01   0.667092351E-01  -0.457339353E-01  -0.112307487E+00   0.665323841E-01
    69   34  -0.168528742E+00   0.430794766E+01   0.385339377E+00   0.639505259E-01  -0.796965891E-01   0.623914426E-01  -0.438110910E-01  -0.117120693E+00   0.648513344E-01
    69   35  -0.168528742E+00   0.429576582E+01   0.393406110E+00   0.653983986E-01  -0.781181545E-01   0.581778197E-01  -0.418399366E-01  -0.121843370E+00   0.628937630E-01
    69   36  -0.168528742E+00   0.428333597E+01   0.401085203E+00   0.667892080E-01  -0.762593707E-01   0.540855466E-01  -0.398219387E-01  -0.126458052E+00   0.606661065E-01
    69   37  -0.168528742E+00   0.427067035E+01   0.408368859E+00   0.681214320E-01  -0.741273113E-01   0.501314050E-01  -0.377586163E-01  -0.130947634E+00   0.581758657E-01
    69   38  -0.168528742E+00   0.425778144E+01   0.415249669E+00   0.693935781E-01  -0.717300855E-01   0.463317268E-01  -0.356515404E-01  -0.135295464E+00   0.554315843E-01
    69   39  -0.168528742E+00   0.424468196E+01   0.421720617E+00   0.706041850E-01  -0.690768110E-01   0.427023249E-01  -0.335023347E-01  -0.139485385E+00   0.524428205E-01
    69   40  -0.168528742E+00   0.423138485E+01   0.427775091E+00   0.717518246E-01  -0.661775867E-01   0.392584302E-01  -0.313126757E-01  -0.143501806E+00   0.492201199E-01
    69   41  -0.168528742E+00   0.421790330E+01   0.433406892E+00   0.728351038E-01  -0.630434581E-01   0.360146285E-01  -0.290842928E-01  -0.147329758E+00   0.457749804E-01
    69   42  -0.168528742E+00   0.420425065E+01   0.438610240E+00   0.738526663E-01  -0.596863780E-01   0.329848101E-01  -0.268189680E-01  -0.150954958E+00   0.421198119E-01
    69   43  -0.168528742E+00   0.419044047E+01   0.443379783E+00   0.748031952E-01  -0.561191680E-01   0.301821090E-01  -0.245185366E-01  -0.154363858E+00   0.382678981E-01
    69   44  -0.168528742E+00   0.417648649E+01   0.447710607E+00   0.756854144E-01  -0.523554749E-01   0.276188464E-01  -0.221848864E-01  -0.157543703E+00   0.342333512E-01
    69   45  -0.168528742E+00   0.416240260E+01   0.451598235E+00   0.764980913E-01  -0.484097210E-01   0.253064840E-01  -0.198199580E-01  -0.160482585E+00   0.300310623E-01
    69   46  -0.168528742E+00   0.414820284E+01   0.455038643E+00   0.772400385E-01  -0.442970569E-01   0.232555658E-01  -0.174257444E-01  -0.163169480E+00   0.256766527E-01
    69   47  -0.168528742E+00   0.413390138E+01   0.458028256E+00   0.779101170E-01  -0.400333050E-01   0.214756838E-01  -0.150042906E-01  -0.165594307E+00   0.211864172E-01
    69   48  -0.168528742E+00   0.411951250E+01   0.460563961E+00   0.785072377E-01  -0.356349026E-01   0.199754324E-01  -0.125576933E-01  -0.167747968E+00   0.165772655E-01
    69   49  -0.168528742E+00   0.410505060E+01   0.462643108E+00   0.790303641E-01  -0.311188445E-01   0.187623628E-01  -0.100881000E-01  -0.169622380E+00   0.118666642E-01
    69   50  -0.168528742E+00   0.409053013E+01   0.464263514E+00   0.794785153E-01  -0.265026212E-01   0.178429504E-01  -0.759770877E-02  -0.171210518E+00   0.707257387E-02
    69   51  -0.168528742E+00   0.407596565E+01   0.465423468E+00   0.798507677E-01  -0.218041541E-01   0.172225594E-01  -0.508876694E-02  -0.172506442E+00   0.221338274E-02
    69   52  -0.168528742E+00   0.406137175E+01   0.466121733E+00   0.801462583E-01  -0.170417275E-01   0.169054286E-01  -0.256357055E-02  -0.173505337E+00  -0.269216250E-02
    69   53  -0.168528742E+00   0.404676305E+01   0.466357547E+00   0.803641869E-01  -0.122339219E-01   0.168946224E-01  -0.244629947E-04  -0.174203522E+00  -0.762502437E-02
    69   54  -0.168528742E+00   0.403215422E+01   0.466130627E+00   0.805038189E-01  -0.739954532E-02   0.171920294E-01   0.252616613E-02  -0.174598478E+00  -0.125659455E-01
    69   55  -0.168528742E+00   0.401755989E+01   0.465441168E+00   0.805644882E-01  -0.255755857E-02   0.177983442E-01   0.508588246E-02  -0.174688870E+00  -0.174955242E-01
    69   56  -0.168528742E+00   0.400299473E+01   0.464289844E+00   0.805455992E-01   0.227299707E-02   0.187130456E-01   0.765220846E-02  -0.174474546E+00  -0.223942888E-01
    69   57  -0.168528742E+00   0.398847333E+01   0.462677809E+00   0.804466304E-01   0.707307161E-02   0.199344005E-01   0.102226252E-01  -0.173956556E+00  -0.272427709E-01
    69   58  -0.168528742E+00   0.397401027E+01   0.460606692E+00   0.802671365E-01   0.118236823E-01   0.214594554E-01   0.127945741E-01  -0.173137152E+00  -0.320215831E-01
    69   59  -0.168528742E+00   0.395962006E+01   0.458078599E+00   0.800067511E-01   0.165059899E-01   0.232840399E-01   0.153654595E-01  -0.172019777E+00  -0.367114973E-01
    69   60  -0.168528742E+00   0.394531711E+01   0.455096111E+00   0.796651895E-01   0.211013730E-01   0.254027748E-01   0.179326502E-01  -0.170609076E+00  -0.412935202E-01
    69   61  -0.168528742E+00   0.393111576E+01   0.451662276E+00   0.792422513E-01   0.255915012E-01   0.278090873E-01   0.204934828E-01  -0.168910868E+00  -0.457489693E-01
    69   62  -0.168528742E+00   0.391703022E+01   0.447780610E+00   0.787378229E-01   0.299584148E-01   0.304952157E-01   0.230452638E-01  -0.166932139E+00  -0.500595539E-01
    69   63  -0.168528742E+00   0.390307460E+01   0.443455090E+00   0.781518796E-01   0.341845956E-01   0.334522448E-01   0.255852726E-01  -0.164681019E+00  -0.542074480E-01
    69   64  -0.168528742E+00   0.388926283E+01   0.438690152E+00   0.774844888E-01   0.382530372E-01   0.366701320E-01   0.281107648E-01  -0.162166756E+00  -0.581753627E-01
    69   65  -0.168528742E+00   0.387560871E+01   0.433490680E+00   0.767358116E-01   0.421473254E-01   0.401377215E-01   0.306189749E-01  -0.159399686E+00  -0.619466285E-01
    69   66  -0.168528742E+00   0.386212584E+01   0.427862004E+00   0.759061051E-01   0.458516990E-01   0.438428059E-01   0.331071206E-01  -0.156391197E+00  -0.655052581E-01
    69   67  -0.168528742E+00   0.384882767E+01   0.421809892E+00   0.749957247E-01   0.493511231E-01   0.477721479E-01   0.355724057E-01  -0.153153689E+00  -0.688360217E-01
    69   68  -0.168528742E+00   0.383572740E+01   0.415340540E+00   0.740051259E-01   0.526313551E-01   0.519115342E-01   0.380120242E-01  -0.149700530E+00  -0.719245155E-01
    69   69  -0.168528742E+00   0.382283804E+01   0.408460568E+00   0.729348658E-01   0.556790041E-01   0.562458265E-01   0.404231644E-01  -0.146046007E+00  -0.747572217E-01
    69   70  -0.168528742E+00   0.381017236E+01   0.401177008E+00   0.717856051E-01   0.584815957E-01   0.607590152E-01   0.428030130E-01  -0.142205273E+00  -0.773215767E-01
    69   71  -0.168528742E+00   0.379774290E+01   0.393497295E+00   0.705581094E-01   0.610276266E-01   0.654342755E-01   0.451487594E-01  -0.138194286E+00  -0.796060265E-01
    69   72  -0.168528742E+00   0.378556191E+01   0.385429260E+00   0.692532500E-01   0.633066185E-01   0.702540344E-01   0.474576005E-01  -0.134029752E+00  -0.816000831E-01
    69   73  -0.168528742E+00   0.377364141E+01   0.376981117E+00   0.678720057E-01   0.653091672E-01   0.752000366E-01   0.497267448E-01  -0.129729059E+00  -0.832943746E-01
    69   74  -0.168528742E+00   0.376199309E+01   0.368161455E+00   0.664154626E-01   0.670269899E-01   0.802534163E-01   0.519534179E-01  -0.125310205E+00  -0.846806944E-01
    69   75  -0.168528742E+00   0.375062840E+01   0.358979223E+00   0.648848155E-01   0.684529656E-01   0.853947701E-01   0.541348668E-01  -0.120791726E+00  -0.857520430E-01
    69   76  -0.168528742E+00   0.373955845E+01   0.349443725E+00   0.632813677E-01   0.695811702E-01   0.906042312E-01   0.562683655E-01  -0.116192624E+00  -0.865026646E-01
    69   77  -0.168528742E+00   0.372879404E+01   0.339564601E+00   0.616065310E-01   0.704069108E-01   0.958615577E-01   0.583512195E-01  -0.111532287E+00  -0.869280820E-01
    69   78  -0.168528742E+00   0.371834566E+01   0.329351823E+00   0.598618258E-01   0.709267499E-01   0.101146205E+00   0.603807717E-01  -0.106830406E+00  -0.870251227E-01
    69   79  -0.168528742E+00   0.370822344E+01   0.318815676E+00   0.580488802E-01   0.711385289E-01   0.106437417E+00   0.623544071E-01  -0.102106896E+00  -0.867919425E-01
    69   80  -0.168528742E+00   0.369843721E+01   0.307966750E+00   0.561694295E-01   0.710413786E-01   0.111714318E+00   0.642695586E-01  -0.973818176E-01  -0.862280366E-01
    69   81  -0.168528742E+00   0.368899641E+01   0.296815928E+00   0.542253148E-01   0.706357393E-01   0.116955979E+00   0.661237118E-01  -0.926752712E-01  -0.853342613E-01
    69   82  -0.168528742E+00   0.367991013E+01   0.285374370E+00   0.522184819E-01   0.699233574E-01   0.122141531E+00   0.679144109E-01  -0.880073335E-01  -0.841128292E-01
    69   83  -0.168528742E+00   0.367118713E+01   0.273653503E+00   0.501509792E-01   0.689072861E-01   0.127250238E+00   0.696392638E-01  -0.833979524E-01  -0.825673114E-01
    69   84  -0.168528742E+00   0.366283575E+01   0.261665007E+00   0.480249562E-01   0.675918765E-01   0.132261598E+00   0.712959472E-01  -0.788668769E-01  -0.807026274E-01
    69   85  -0.168528742E+00   0.365486398E+01   0.249420804E+00   0.458426605E-01   0.659827674E-01   0.137155425E+00   0.728822124E-01  -0.744335556E-01  -0.785250355E-01
    69   86  -0.168528742E+00   0.364727943E+01   0.236933043E+00   0.436064360E-01   0.640868676E-01   0.141911929E+00   0.743958899E-01  -0.701170503E-01  -0.760421137E-01
    69   87  -0.168528742E+00   0.364008931E+01   0.224214091E+00   0.413187192E-01   0.619123249E-01   0.146511825E+00   0.758348947E-01  -0.659359646E-01  -0.732627277E-01
    69   88  -0.168528742E+00   0.363330044E+01   0.211276514E+00   0.389820364E-01   0.594684974E-01   0.150936403E+00   0.771972312E-01  -0.619083514E-01  -0.701970023E-01
    69   89  -0.168528742E+00   0.362691926E+01   0.198133071E+00   0.365990001E-01   0.567659214E-01   0.155167610E+00   0.784809982E-01  -0.580516238E-01  -0.668562865E-01
    69   90  -0.168528742E+00   0.362095179E+01   0.184796697E+00   0.341723051E-01   0.538162658E-01   0.159188139E+00   0.796843933E-01  -0.543824861E-01  -0.632531073E-01
    69   91  -0.168528742E+00   0.361540365E+01   0.171280494E+00   0.317047246E-01   0.506322799E-01   0.162981505E+00   0.808057175E-01  -0.509168615E-01  -0.594011156E-01
    69   92  -0.168528742E+00   0.361028006E+01   0.157597714E+00   0.291991055E-01   0.472277481E-01   0.166532120E+00   0.818433792E-01  -0.476698072E-01  -0.553150384E-01
    69   93  -0.168528742E+00   0.360558584E+01   0.143761752E+00   0.266583642E-01   0.436174284E-01   0.169825355E+00   0.827958987E-01  -0.446554441E-01  -0.510106156E-01
    69   94  -0.168528742E+00   0.360132537E+01   0.129786129E+00   0.240854813E-01   0.398169866E-01   0.172847626E+00   0.836619114E-01  -0.418869103E-01  -0.465045315E-01
    69   95  -0.168528742E+00   0.359750266E+01   0.115684483E+00   0.214834970E-01   0.358429343E-01   0.175586437E+00   0.844401717E-01  -0.393762766E-01  -0.418143502E-01
    69   96  -0.168528742E+00   0.359412125E+01   0.101470558E+00   0.188555053E-01   0.317125538E-01   0.178030450E+00   0.851295563E-01  -0.371345043E-01  -0.369584378E-01
    69   97  -0.168528742E+00   0.359118431E+01   0.871581858E-01   0.162046489E-01   0.274438226E-01   0.180169530E+00   0.857290666E-01  -0.351713912E-01  -0.319558835E-01
    69   98  -0.168528742E+00   0.358869458E+01   0.727612833E-01   0.135341134E-01   0.230553359E-01   0.181994799E+00   0.862378321E-01  -0.334955187E-01  -0.268264195E-01
    69   99  -0.168528742E+00   0.358665436E+01   0.582938337E-01   0.108471214E-01   0.185662229E-01   0.183498672E+00   0.866551119E-01  -0.321142258E-01  -0.215903335E-01
